date,rank_ic,top_bot_spread,n
2024-12-13,-0.1403781979977753,-0.060000000000000164,30
2024-12-20,-0.045606229143492764,-0.07333333333333325,30
2024-12-27,-0.17819799777530587,-0.15777777777777796,30
2025-01-03,0.3348164627363737,0.21555555555555567,30
2025-01-10,0.2556173526140155,0.07777777777777783,30
2025-01-17,0.5586206896551724,0.19777777777777794,30
2025-01-24,0.3904338153503893,0.10888888888888887,30
2025-01-31,0.21557285873192436,-0.00666666666666671,30
2025-02-07,0.19377085650723025,0.0822222222222222,30
2025-02-14,0.35973303670745277,0.19333333333333336,30
2025-02-21,0.4091212458286986,0.1355555555555556,30
2025-02-28,0.1911012235817575,0.08222222222222225,30
2025-03-07,0.5417130144605116,0.33111111111111124,30
2025-03-14,0.37842046718576194,0.13555555555555548,30
2025-03-21,0.2827586206896551,0.00666666666666671,30
2025-03-28,0.15728587319243603,0.028888888888888853,30
2025-04-04,-0.04382647385984427,0.019999999999999907,30
2025-04-11,-0.0371523915461624,0.0022222222222222365,30
2025-04-18,0.0046718576195773085,0.04222222222222227,30
2025-04-25,0.11679644048943269,0.10000000000000009,30
2025-05-02,-0.08698553948832036,-0.0911111111111112,30
2025-05-09,0.17775305895439378,0.1266666666666666,30
2025-05-16,0.058064516129032254,-0.07777777777777772,30
2025-05-23,0.15239154616240266,0.06888888888888872,30
2025-05-30,0.2921023359288098,0.09555555555555562,30
2025-06-06,0.2836484983314794,0.06000000000000005,30
2025-06-13,0.6800889877641824,0.32222222222222213,30
2025-06-20,0.017130144605116793,-0.06,30
2025-06-27,-0.3971078976640712,-0.19777777777777789,30
2025-07-04,-0.09988876529477196,0.006666666666666599,30
2025-07-11,0.5003337041156841,0.2555555555555555,30
2025-07-18,0.4616240266963292,0.24222222222222212,30
2025-07-25,0.4255839822024471,0.22888888888888886,30
2025-08-01,0.11546162402669634,0.08222222222222214,30
2025-08-08,0.5225806451612903,0.3266666666666666,30
2025-08-15,0.31568409343715237,0.09111111111111131,30
2025-08-22,0.4576195773081201,0.23777777777777775,30
2025-08-29,0.2569521690767519,0.08222222222222214,30
2025-09-05,0.27919911012235815,0.11333333333333334,30
2025-09-12,0.44694104560622916,0.23777777777777775,30
2025-09-19,0.46607341490545046,0.188888888888889,30
2025-09-26,0.5461624026696329,0.1711111111111111,30
2025-10-03,0.260511679644049,0.10444444444444445,30
2025-10-10,0.21201334816462733,0.13111111111111107,30
2025-10-17,0.04916573971078977,0.0377777777777778,30
2025-10-24,0.2342602892102336,-0.006666666666666821,30
2025-10-31,0.35839822024471635,0.23333333333333334,30
2025-11-07,0.32413793103448274,0.09111111111111125,30
2025-11-14,0.6120133481646273,0.2733333333333336,30
2025-11-21,0.4509454949944383,0.1933333333333333,30
2025-11-28,0.07497219132369298,-0.051111111111110996,30
2025-12-05,-0.08342602892102337,-0.06444444444444436,30
2025-12-12,-0.24404894327030033,-0.10888888888888892,30
2025-12-19,-0.02202447163515017,-0.011111111111111072,30
2025-12-26,-0.2520578420467186,-0.08666666666666673,30
2026-01-02,0.432258064516129,0.15777777777777785,30
2026-01-09,0.3993325917686318,0.19333333333333325,30
2026-01-16,0.260511679644049,0.2333333333333334,30
2026-01-23,0.3664071190211346,0.29111111111111126,30
2026-01-30,0.3263626251390434,0.2066666666666666,30
2026-02-06,0.3098998887652948,0.2955555555555556,30
2026-02-13,0.517686318131257,0.29111111111111126,30
2026-02-20,0.5127919911012235,0.3044444444444444,30
2026-02-27,0.25294771968854285,0.1177777777777777,30
2026-03-06,0.2395995550611791,0.06444444444444447,30
2026-03-13,0.185761957730812,0.11333333333333334,30
2026-03-20,-0.1003337041156841,-0.11777777777777781,30
2026-03-27,-0.3561735261401557,-0.2244444444444444,30
2026-04-03,-0.07853170189098999,-0.05999999999999989,30
