date,rank_ic,top_bot_spread,n
2022-01-07,0.0020022246941045607,0.00666666666666671,30
2022-01-14,0.2738598442714127,0.2155555555555555,30
2022-01-21,0.34015572858731924,0.13111111111111123,30
2022-01-28,0.2796440489432703,0.13111111111111118,30
2022-02-04,0.48654060066740823,0.22444444444444434,30
2022-02-11,0.17730812013348163,0.051111111111110996,30
2022-02-18,0.20934371523915463,0.011111111111111183,30
2022-02-25,-0.11546162402669634,-0.04666666666666669,30
2022-03-04,-0.10166852057842046,-0.02000000000000013,30
2022-03-11,-0.24048943270300333,-0.07777777777777778,30
2022-03-18,0.16307007786429364,0.011111111111111072,30
2022-03-25,0.07630700778642936,0.02444444444444438,30
2022-04-01,0.2289210233592881,0.18,30
2022-04-08,0.36284760845383757,0.1711111111111111,30
2022-04-15,0.48565072302558404,0.2644444444444444,30
2022-04-22,0.43359288097886545,0.14444444444444443,30
2022-04-29,0.35572858731924356,0.18000000000000005,30
2022-05-06,0.2516129032258065,0.18444444444444447,30
2022-05-13,0.07007786429365963,0.015555555555555323,30
2022-05-20,0.27786429365962184,0.15777777777777785,30
2022-05-27,0.37085650723025576,0.28222222222222226,30
2022-06-03,0.40111234705228027,0.22888888888888886,30
2022-06-10,0.27430478309232476,0.13999999999999996,30
2022-06-17,0.017130144605116793,-0.03333333333333349,30
2022-06-24,-0.33615127919911014,-0.16222222222222243,30
2022-07-01,0.160845383759733,0.14000000000000007,30
2022-07-08,-0.13236929922135707,-0.08222222222222225,30
2022-07-15,0.17997775305895441,0.08666666666666656,30
2022-07-22,-0.04160177975528365,-0.10444444444444462,30
2022-07-29,0.24404894327030033,0.09999999999999998,30
2022-08-05,0.03492769744160178,0.04222222222222222,30
2022-08-12,0.060289210233592884,-0.10888888888888903,30
2022-08-19,-0.1911012235817575,-0.08666666666666673,30
2022-08-26,0.12791991101223582,0.04222222222222233,30
2022-09-02,0.2449388209121246,0.09111111111111098,30
2022-09-09,0.4834260289210234,0.22000000000000008,30
2022-09-16,0.44916573971078977,0.1622222222222222,30
2022-09-23,0.4593993325917686,0.18444444444444436,30
2022-09-30,0.33926585094549494,0.13111111111111123,30
2022-10-07,0.3187986651835373,0.2911111111111111,30
2022-10-14,-0.09944382647385984,-0.04666666666666658,30
2022-10-21,0.23648498331479423,0.21999999999999992,30
2022-10-28,0.06251390433815351,0.10888888888888903,30
2022-11-04,0.44560622914349274,0.15777777777777785,30
2022-11-11,0.1345939933259177,0.0022222222222223476,30
2022-11-18,0.16484983314794216,-0.028888888888888964,30
2022-11-25,0.4153503893214683,0.18888888888888872,30
2022-12-02,0.5501668520578421,0.2244444444444445,30
2022-12-09,0.4909899888765294,0.16666666666666669,30
2022-12-16,0.13681868743047831,0.1533333333333335,30
2022-12-23,-0.08031145717463849,-0.011111111111111183,30
2022-12-30,0.06518353726362626,0.09111111111111092,30
2023-01-06,0.3419354838709677,0.22000000000000014,30
2023-01-13,-0.36017797552836484,-0.2466666666666667,30
2023-01-20,-0.019799777530589546,-0.09555555555555556,30
2023-01-27,0.17063403781979977,0.06888888888888872,30
2023-02-03,0.18887652947719688,0.14,30
2023-02-10,0.2609566184649611,0.15777777777777785,30
2023-02-17,0.5510567296996662,0.3266666666666665,30
2023-02-24,0.546607341490545,0.2688888888888889,30
2023-03-03,0.6395995550611792,0.3400000000000002,30
2023-03-10,0.49899888765294764,0.19777777777777777,30
2023-03-17,0.30634037819799775,0.09999999999999998,30
2023-03-24,-0.0011123470522803117,0.051111111111110885,30
2023-03-31,0.3067853170189099,0.0955555555555554,30
2023-04-07,0.21735261401557288,0.0022222222222222365,30
2023-04-14,0.2921023359288098,0.04222222222222222,30
2023-04-21,0.3699666295884316,0.15777777777777796,30
2023-04-28,0.5181312569521691,0.22888888888888875,30
2023-05-05,0.5879866518353727,0.3266666666666666,30
2023-05-12,0.07185761957730812,0.051111111111110996,30
2023-05-19,0.1982202447163515,0.13111111111111107,30
2023-05-26,0.1835372636262514,0.10444444444444462,30
2023-06-02,0.2569521690767519,0.14000000000000012,30
2023-06-09,0.07853170189098999,0.04222222222222222,30
2023-06-16,-0.24449388209121245,-0.019999999999999907,30
2023-06-23,-0.1510567296996663,-0.08666666666666656,30
2023-06-30,0.08921023359288098,0.051111111111110996,30
2023-07-07,0.26852057842046717,0.1444444444444442,30
2023-07-14,0.17864293659621802,0.06888888888888878,30
2023-07-21,0.3067853170189099,0.20666666666666667,30
2023-07-28,0.6751946607341489,0.32666666666666677,30
2023-08-04,0.5167964404894326,0.23333333333333356,30
2023-08-11,0.4700778642936596,0.1711111111111112,30
2023-08-18,0.009566184649610678,0.033333333333333326,30
2023-08-25,0.13993325917686317,0.04222222222222222,30
2023-09-01,-0.24938820912124582,-0.09999999999999987,30
2023-09-08,-0.20088987764182425,-0.033333333333333326,30
2023-09-15,-0.14527252502780869,-0.09111111111111136,30
2023-09-22,-0.01757508342602892,-0.015555555555555545,30
2023-09-29,0.303670745272525,0.11777777777777776,30
2023-10-06,0.2676307007786429,0.12666666666666665,30
2023-10-13,0.029588431590656286,0.028888888888888853,30
2023-10-20,-0.575083426028921,-0.2911111111111111,30
2023-10-27,-0.19733036707452725,-0.011111111111111072,30
2023-11-03,-0.05628476084538376,0.02444444444444438,30
2023-11-10,0.17152391546162402,0.05555555555555547,30
2023-11-17,0.16929922135706338,0.13555555555555554,30
2023-11-24,0.24671857619577306,0.07777777777777772,30
2023-12-01,0.12747497219132367,-0.0022222222222222365,30
2023-12-08,-0.2040044493882091,-0.02444444444444438,30
2023-12-15,-0.05494994438264739,0.07777777777777778,30
2023-12-22,0.17819799777530587,0.1266666666666667,30
2023-12-29,0.33348164627363736,0.2155555555555556,30
2024-01-05,0.6284760845383759,0.3,30
2024-01-12,0.4460511679644049,0.17555555555555552,30
2024-01-19,-0.09855394883203561,-0.033333333333333215,30
2024-01-26,-0.20622914349276972,-0.10000000000000003,30
2024-02-02,-0.26629588431590656,-0.15333333333333343,30
2024-02-09,0.3161290322580645,0.19333333333333325,30
2024-02-16,-0.06206896551724137,-0.046666666666666634,30
2024-02-23,0.11991101223581756,-0.011111111111111294,30
2024-03-01,-0.07185761957730812,-0.037777777777777855,30
2024-03-08,0.0967741935483871,-0.006666666666666599,30
2024-03-15,-0.07675194660734148,-0.020000000000000018,30
2024-03-22,0.12080088987764183,0.055555555555555636,30
2024-03-29,0.3459399332591768,0.15777777777777796,30
2024-04-05,0.4068965517241379,0.21111111111111108,30
2024-04-12,0.4002224694104561,0.2200000000000002,30
2024-04-19,0.14972191323692993,0.05555555555555547,30
2024-04-26,0.001557285873192436,-0.0022222222222222365,30
2024-05-03,-0.04516129032258065,-0.13555555555555565,30
2024-05-10,-0.23025583982202447,-0.0822222222222222,30
2024-05-17,0.2836484983314794,0.10444444444444445,30
2024-05-24,0.47897664071190205,0.2244444444444446,30
2024-05-31,0.578642936596218,0.26888888888888907,30
2024-06-07,0.4981090100111235,0.2644444444444444,30
2024-06-14,0.11857619577308119,0.015555555555555545,30
2024-06-21,0.3187986651835373,0.14888888888888896,30
2024-06-28,0.045606229143492764,0.08222222222222214,30
2024-07-05,-0.22091212458286985,-0.10444444444444445,30
2024-07-12,0.071412680756396,0.006666666666666599,30
2024-07-19,0.19021134593993325,0.1266666666666667,30
2024-07-26,0.31523915461624025,0.12666666666666676,30
2024-08-02,-0.15595105672969967,-0.08222222222222242,30
2024-08-09,-0.06696329254727475,-0.05999999999999994,30
2024-08-16,0.054505005561735265,0.12666666666666665,30
2024-08-23,0.33926585094549494,0.1355555555555557,30
2024-08-30,-0.28587319243604004,-0.18000000000000016,30
2024-09-06,-0.35839822024471635,-0.1666666666666668,30
2024-09-13,0.06295884315906564,0.0822222222222222,30
2024-09-20,-0.21690767519466073,-0.15777777777777796,30
2024-09-27,0.2765294771968854,0.1177777777777777,30
2024-10-04,0.11412680756395997,0.08666666666666673,30
2024-10-11,0.33392658509454953,0.09555555555555562,30
2024-10-18,-0.09543937708565071,-0.13555555555555548,30
2024-10-25,0.21067853170189096,0.09555555555555545,30
2024-11-01,0.2395995550611791,0.1355555555555556,30
2024-11-08,0.2525027808676307,0.18888888888888883,30
2024-11-15,0.041156840934371525,0.02444444444444438,30
2024-11-22,-0.0460511679644049,0.0022222222222221255,30
2024-11-29,-0.023359288097886538,0.024444444444444602,30
2024-12-06,0.2729699666295884,0.16666666666666669,30
