strategy,ann_return_net,sharpe_net,sortino_net,max_drawdown,calmar,win_rate_daily,profit_factor,t_stat_daily,n_days,ann_return_gross,sharpe_gross,mean_ic,ic_std,icir,ic_t,n_obs,ic_t_naive,ic_t_newey_west,topbot_spread,topbot_t
v2_graph_ml,0.028659523181340907,0.283512668726162,0.3856563840004266,-0.21283862761829547,0.1346537679839717,0.5287792536369387,1.0415894895789446,0.5900542907269587,1581,0.05132147742793869,0.4539849946987303,0.13600296625880606,0.24226063101162199,0.5613911170415534,8.364539255516839,222,8.364539255516839,5.952529852118712,0.06308308308308308,7.356094698039506
