strategy,ann_return_net,sharpe_net,sortino_net,max_drawdown,calmar,win_rate_daily,profit_factor,t_stat_daily,n_days,ann_return_gross,sharpe_gross,mean_ic,ic_std,icir,ic_t,n_obs,topbot_spread,topbot_t,ic_t_naive,ic_t_newey_west
v1_pairs,-0.330347338254027,-1.0266647896937855,-1.0465029662052214,-0.8474325011062566,-0.389821416835895,0.3466160657811512,0.8158335312740527,-2.136722732775743,1581,-0.2793584846250033,-0.821230886586287,,,,,0,,,,
v2_graph_ml,0.0286595231813409,0.283512668726162,0.3856563840004266,-0.2128386276182954,0.1346537679839717,0.5287792536369387,1.0415894895789446,0.5900542907269587,1581,0.0513214774279386,0.4539849946987303,0.136002966258806,0.2422606310116219,0.5613911170415534,8.364539255516839,222,0.063083083083083,7.356094698039506,8.364539255516839,5.952529852118712
v3_altdata_ml,0.036483345987843,0.3414157997768531,0.4571575191625383,-0.2421385809262024,0.1506713463351892,0.5205566097406704,1.0504416153254548,0.7105638646958939,1581,0.0628548706152585,0.5372053705554042,0.1361412580544949,0.2397495915634925,0.5678477163054556,8.460740417880537,222,0.0664264264264264,7.603081285890167,8.460740417880537,5.995770914168849
