strategy,ann_return_net,sharpe_net,sortino_net,max_drawdown,calmar,win_rate_daily,profit_factor,t_stat_daily,n_days,ann_return_gross,sharpe_gross,mean_ic,ic_std,icir,ic_t,n_obs,topbot_spread,topbot_t
v3_altdata_ml,0.21800760881257109,1.5770037750636674,2.3044671992199297,-0.10053559257617245,2.16846196681433,0.5433270082226439,1.2526564927936057,3.2821032236400454,1581,0.24710923369248183,1.7665665524071479,0.17977131747988254,0.2434872860426169,0.7383191147336443,11.000707048649101,222,0.08586586586586588,9.982022542711936
